id,supplier_id,location_type,name,address_line1,address_line2,city,state_province,postal_code,country,latitude,longitude,capacity_mt,operational_since,phone,email,created_at
d224804f-d2f0-49c0-a1fe-ecf694b12010,cae4d6b6-f6a4-4fc0-a3e6-123a72de64fa,office,Charlotte office,2 Industrial Road,,Charlotte,Charlotte,84942,United States,-24.19696,-33.30559,,2000,,,2019-04-17T05:39:44.587Z
8f8bb88d-23f4-4bf9-9418-74c2d56ecd80,56ccd334-43bc-4997-ae06-d6716b6e7101,mining_operation,Windhoek mining operation,838 Industrial Road,,Windhoek,Windhoek,56329,Australia,14.91138,86.36728,26431,2019,,,2019-02-20T05:39:44.587Z
8b560978-c88c-4583-bb5c-6e9a2616f2af,e73e62f8-b739-4184-9c94-fef86df770a0,processing_plant,Toronto processing plant,46 Industrial Road,,Toronto,Toronto,34615,Zimbabwe,11.34738,28.78694,,2005,,,2024-04-21T05:39:44.587Z
3a195d94-3542-4a8a-8e82-0ade5bec2656,de1ef6ef-b100-4b42-ad00-48f03487068e,office,Perth office,305 Industrial Road,,Perth,Perth,85270,Zimbabwe,23.4938,94.41268,,2009,,,2018-10-01T05:39:44.587Z
fc6e12d8-ef6e-4e10-9c17-1407b178b221,cf9be32a-f138-41c4-b44b-755d39c6f0d3,office,Buenos Aires office,786 Industrial Road,,Buenos Aires,Buenos Aires,47310,Argentina,26.47679,-87.37015,,2024,,,2020-01-13T05:39:44.587Z
597e687c-cdb3-4d15-bef6-3f9d642cf1bc,4b7b5184-e4a5-40a9-8953-c01a40ae7bb1,r_and_d_center,Harare r and d center,574 Industrial Road,,Harare,Harare,17340,Namibia,44.16462,86.98733,,2010,,,2016-06-15T05:39:44.587Z
4cd0cb64-91aa-41cd-87aa-5551c63f994b,58dbceb8-d97c-4f7b-86d5-3596474df86c,processing_plant,Beijing processing plant,396 Industrial Road,,Beijing,Beijing,61312,Canada,16.37211,-57.60293,,2005,,,2023-03-11T05:39:44.587Z
241ca3a3-d238-4bb4-a591-220b751cd4be,84eff56b-69e2-4013-a4c7-e08471bda854,office,Perth office,492 Industrial Road,,Perth,Perth,50942,Chile,12.09863,94.03565,,2016,,,2019-04-02T05:39:44.587Z
fb4dabab-9333-407f-903f-c738d0893e96,b3a55e8a-812c-4397-93ff-05259f0f42c8,mining_operation,Windhoek mining operation,497 Industrial Road,,Windhoek,Windhoek,60953,Chile,-31.09778,84.64806,47152,2023,,,2020-10-12T05:39:44.587Z
30d60bcd-ef09-4fdc-a3da-657273852172,7e6280d4-3563-4ed6-a2b0-1faeda9e2b74,processing_plant,Buenos Aires processing plant,84 Industrial Road,,Buenos Aires,Buenos Aires,56469,United States,38.49913,-8.78196,,2015,,,2020-11-14T05:39:44.587Z
a5cb1086-139c-48fd-a29b-8e8fc642442f,265c448a-aec6-45d7-8da5-7ae53396b777,warehouse,Santiago warehouse,745 Industrial Road,,Santiago,Santiago,20546,Chile,-4.18433,50.65608,,2013,,,2021-06-10T05:39:44.587Z
70518522-bde0-4dd2-8797-d58c973f5a04,15a2f15e-2b3b-4d6c-95c0-45c55b4da187,office,Toronto office,963 Industrial Road,,Toronto,Toronto,48680,Chile,-1.09067,50.88451,,2018,,,2020-01-31T05:39:44.587Z
b42c1324-8a09-4b15-8a81-126fff05efc2,765d0fb4-d95b-4f37-9659-74ff955aacc3,warehouse,Santiago warehouse,34 Industrial Road,,Santiago,Santiago,57573,United States,4.36051,87.89794,,2017,,,2023-01-03T05:39:44.587Z
d1f777b1-01ba-42e7-9038-18f709f9a6ff,5c014bcc-0c8e-4aa6-913b-023d35351c70,warehouse,Santiago warehouse,141 Industrial Road,,Santiago,Santiago,69901,Namibia,-17.60916,42.54318,,2015,,,2019-07-14T05:39:44.587Z
2082d4ba-5e5d-4a4f-b6dd-5c57a195c701,37fbb935-02c2-4908-8a0d-1767ce72736c,mining_operation,Charlotte mining operation,757 Industrial Road,,Charlotte,Charlotte,85731,Argentina,-25.00892,-18.21396,37960,2006,,,2019-04-29T05:39:44.587Z
4a418651-2740-4904-8f2e-524f7826860e,3969643f-066c-4899-9665-45657442ebf6,office,Santiago office,725 Industrial Road,,Santiago,Santiago,10202,United States,5.38116,-70.70039,,2014,,,2016-12-20T05:39:44.587Z
601a36f5-ce32-4887-9e3d-f26de379cd10,277bf9bb-fafe-41f0-903a-c7debfdda64b,r_and_d_center,Buenos Aires r and d center,371 Industrial Road,,Buenos Aires,Buenos Aires,81959,Canada,30.20218,-102.52651,,2020,,,2023-03-25T05:39:44.587Z
8792aa0c-d8b0-4d53-934d-1d0a34aafc68,a17023fb-6086-437b-ab59-0e7cdd24e603,r_and_d_center,Buenos Aires r and d center,321 Industrial Road,,Buenos Aires,Buenos Aires,32004,Namibia,1.72421,108.69929,,2013,,,2017-05-24T05:39:44.587Z
635efbcd-7580-4da2-b4bd-2f311bee733c,c43156d6-c9e0-40c1-98e7-8e1fa8d3aaa5,r_and_d_center,Perth r and d center,655 Industrial Road,,Perth,Perth,18631,Chile,31.83817,11.53724,,2017,,,2019-02-10T05:39:44.587Z
22bc21d4-f6f6-4442-a30f-5e28ae06e26e,41d792b5-41a9-4c17-b696-2ec29efd8321,office,Toronto office,853 Industrial Road,,Toronto,Toronto,81193,Zimbabwe,37.29887,-110.2465,,2003,,,2016-08-18T05:39:44.587Z
e24d4d83-b21c-4b79-8ccf-9317ed705185,90be6962-3f84-4ae1-b418-fc65256c02d0,mining_operation,Beijing mining operation,175 Industrial Road,,Beijing,Beijing,66251,Australia,-34.16553,56.678,33935,2024,,,2021-08-22T05:39:44.587Z
635f56c8-b48f-410e-becc-ef2e3be47c11,a17023fb-6086-437b-ab59-0e7cdd24e603,office,Perth office,921 Industrial Road,,Perth,Perth,87082,Canada,27.22072,63.10387,,2014,,,2024-01-18T05:39:44.587Z
8faa6c3e-0d8b-4444-8a27-ef868ad7f5da,84e986ac-d907-4062-b8a1-76728cedcc12,processing_plant,Harare processing plant,290 Industrial Road,,Harare,Harare,96476,United States,-15.8174,98.37306,,2001,,,2016-04-15T05:39:44.587Z
6455c8c6-6e9b-44e0-992c-26478f9a07a9,1b34a295-7e7d-46ef-91e6-ed739cb9d235,office,Toronto office,26 Industrial Road,,Toronto,Toronto,15976,Australia,21.20169,-107.08824,,2006,,,2019-06-13T05:39:44.587Z
0fb91560-5a7a-4286-ab43-5462d492228c,8d89e775-abf3-4f31-aa0f-9466b6fecfb4,mining_operation,Perth mining operation,754 Industrial Road,,Perth,Perth,53670,China,24.46971,-118.77525,26511,2009,,,2020-10-05T05:39:44.587Z
9749eae0-2aa1-4a08-b0f8-4f7e78967d7b,fe57c791-f841-4b8b-8fd0-68d854ee8ce5,office,Windhoek office,296 Industrial Road,,Windhoek,Windhoek,97613,Namibia,-3.18284,0.41056,,2000,,,2023-11-14T05:39:44.587Z
472a4d23-1223-4d80-9158-a11f70a05490,f08d4e0c-46b6-43a9-b92f-a84f674de151,processing_plant,Perth processing plant,816 Industrial Road,,Perth,Perth,27362,Australia,-23.4068,-5.72525,,2014,,,2019-01-04T05:39:44.587Z
6abbd694-a1f7-4b07-829d-b2b0ba95fcf4,9e435b1b-3b26-4f4b-9b97-17ba2e5c1452,warehouse,Charlotte warehouse,525 Industrial Road,,Charlotte,Charlotte,80864,China,7.09088,-30.28208,,2010,,,2024-01-25T05:39:44.587Z
36c57d37-49b8-45f2-9675-614c8e829095,92e40224-054a-4586-9281-4b7fc2df2278,warehouse,Toronto warehouse,827 Industrial Road,,Toronto,Toronto,58439,Argentina,34.88599,14.86102,,2016,,,2022-05-25T05:39:44.587Z
2a4b38be-cb81-4bb3-8136-46244ac2e38b,1084f4f1-4e9b-4266-b782-ae20022825b0,warehouse,Beijing warehouse,371 Industrial Road,,Beijing,Beijing,70679,Chile,-27.12992,-54.16286,,2017,,,2021-08-20T05:39:44.587Z
ae6fa0d0-40e9-4b48-9980-2eb5814d11af,4496c558-39c2-486f-8c7b-d621e76a1d0b,mining_operation,Harare mining operation,103 Industrial Road,,Harare,Harare,47432,Zimbabwe,-14.15083,-97.85496,47006,2003,,,2022-01-09T05:39:44.587Z
a5aa0498-f172-443b-b98a-630bea5e10f7,77a43956-c6c9-4ba6-96ea-337574954ed2,mining_operation,Toronto mining operation,999 Industrial Road,,Toronto,Toronto,13296,Australia,28.47083,112.55451,47835,2020,,,2019-03-21T05:39:44.587Z
34ce10e8-3538-4d7c-8abc-b61d42e01c27,9359313b-6554-4d82-896a-f8df6fcd0ef6,r_and_d_center,Beijing r and d center,615 Industrial Road,,Beijing,Beijing,27369,Canada,14.31403,60.6311,,2024,,,2020-05-03T05:39:44.587Z
8f3fdaef-3779-4715-b600-f9dd2d841fe6,07d0779a-7ff7-4ee0-b847-3d7249aff3bf,mining_operation,Beijing mining operation,690 Industrial Road,,Beijing,Beijing,79757,Chile,-25.23444,59.76509,29868,2017,,,2023-04-24T05:39:44.587Z
3e95f6d9-fb9e-4b84-b674-9d0a01d77e3b,4ab2dd23-7743-42ea-91be-b20cd0b3d3c5,mining_operation,Santiago mining operation,298 Industrial Road,,Santiago,Santiago,67120,Canada,-17.91844,74.82283,11839,2009,,,2016-10-19T05:39:44.587Z
dd3e3f03-c9cf-4bca-9e51-2874143bb9ff,1084f4f1-4e9b-4266-b782-ae20022825b0,r_and_d_center,Harare r and d center,843 Industrial Road,,Harare,Harare,69390,United States,49.64863,-103.84028,,2021,,,2017-11-21T05:39:44.587Z
0dd16571-b3ca-4ae2-84ab-71d20e1ea762,58dbceb8-d97c-4f7b-86d5-3596474df86c,office,Charlotte office,747 Industrial Road,,Charlotte,Charlotte,48297,Argentina,0.19754,-93.29083,,2001,,,2016-06-05T05:39:44.587Z
62e6a368-b2fc-4b43-a429-7b377775ddd9,bf88a555-918c-492c-9f7e-52f3067cd1fa,warehouse,Buenos Aires warehouse,316 Industrial Road,,Buenos Aires,Buenos Aires,68400,Zimbabwe,-1.3941,-111.08142,,2024,,,2017-02-08T05:39:44.587Z
380cd2ca-0d92-484e-a0f7-1d927fd7f270,58dbceb8-d97c-4f7b-86d5-3596474df86c,r_and_d_center,Charlotte r and d center,143 Industrial Road,,Charlotte,Charlotte,43324,Namibia,-7.35433,-115.89455,,2020,,,2021-12-01T05:39:44.587Z
b007133b-8e6a-4853-8af8-87de0860b777,c9583b6a-e295-4536-b6f6-6a13b293e1cb,mining_operation,Charlotte mining operation,741 Industrial Road,,Charlotte,Charlotte,50703,Zimbabwe,21.257,-77.73339,26113,2018,,,2016-04-05T05:39:44.587Z
02901cf5-a3c5-4737-8659-c1788ecaa74a,fe57c791-f841-4b8b-8fd0-68d854ee8ce5,warehouse,Charlotte warehouse,954 Industrial Road,,Charlotte,Charlotte,10211,Zimbabwe,3.79141,109.68434,,2021,,,2022-08-22T05:39:44.587Z
6e3ed64f-f1e6-48a5-95c1-4e7aecc9b6a2,77a43956-c6c9-4ba6-96ea-337574954ed2,office,Beijing office,115 Industrial Road,,Beijing,Beijing,96111,Argentina,4.25227,-108.55297,,2014,,,2016-11-10T05:39:44.587Z
39b349e3-06e9-4238-aa75-69d71bf2b7aa,b3a55e8a-812c-4397-93ff-05259f0f42c8,processing_plant,Santiago processing plant,517 Industrial Road,,Santiago,Santiago,64088,China,-25.27718,-109.82589,,2018,,,2016-09-19T05:39:44.587Z
3bf86dde-2b6f-4d53-805d-97c923272b2b,0a271ac4-898b-4e9e-b0a8-7dab203ae956,mining_operation,Buenos Aires mining operation,137 Industrial Road,,Buenos Aires,Buenos Aires,98900,Chile,-25.64305,-27.84342,24496,2016,,,2020-05-04T05:39:44.587Z
88bd248d-87e0-4f0a-9a12-49173849d0c9,84e986ac-d907-4062-b8a1-76728cedcc12,processing_plant,Buenos Aires processing plant,299 Industrial Road,,Buenos Aires,Buenos Aires,74791,United States,1.85315,49.28028,,2008,,,2023-11-06T05:39:44.587Z
a9b72821-36d8-40b4-8f08-31eb67bb1cef,9639e31d-91c0-43bd-a926-d55c4211676e,warehouse,Charlotte warehouse,520 Industrial Road,,Charlotte,Charlotte,74735,Chile,13.84377,86.86349,,2008,,,2016-09-07T05:39:44.587Z
b45e6313-6bd2-4fa1-b5d4-cad7bef04e21,71d2fbdb-0b1f-45df-b294-45de2760278a,office,Buenos Aires office,624 Industrial Road,,Buenos Aires,Buenos Aires,19983,Zimbabwe,-12.19225,106.12282,,2022,,,2016-08-08T05:39:44.587Z
6df75101-1ff5-45ba-b44b-918dbfb9766f,8e503c29-9cdb-4f53-ae51-aee678085660,office,Charlotte office,175 Industrial Road,,Charlotte,Charlotte,71694,China,-3.14599,65.35028,,2004,,,2019-06-21T05:39:44.587Z
c374b767-284e-437d-9a03-bfe766880b46,a9f4a45c-896f-4699-bdb5-053a60619f4e,processing_plant,Harare processing plant,667 Industrial Road,,Harare,Harare,49133,Australia,20.33288,-24.67841,,2007,,,2024-08-12T05:39:44.587Z
95e4a955-945a-4280-a464-dd5d5ebfd0d9,5c014bcc-0c8e-4aa6-913b-023d35351c70,r_and_d_center,Windhoek r and d center,117 Industrial Road,,Windhoek,Windhoek,71108,Argentina,-10.77232,-49.68408,,2023,,,2019-12-26T05:39:44.587Z
29ea7f3f-1553-4875-b4b8-595a0892a496,a9f4a45c-896f-4699-bdb5-053a60619f4e,mining_operation,Charlotte mining operation,81 Industrial Road,,Charlotte,Charlotte,91477,Chile,10.24414,-118.466,5057,2020,,,2018-12-12T05:39:44.587Z
9c9571c5-df70-4130-86dc-035b2a6f5ed3,7e6280d4-3563-4ed6-a2b0-1faeda9e2b74,processing_plant,Perth processing plant,591 Industrial Road,,Perth,Perth,45280,Chile,33.10042,46.21509,,2004,,,2023-02-02T05:39:44.587Z
28c7b2a0-1225-41e0-832e-aa60f50e4224,90be6962-3f84-4ae1-b418-fc65256c02d0,warehouse,Harare warehouse,241 Industrial Road,,Harare,Harare,94229,China,46.31058,-105.45478,,2013,,,2023-05-22T05:39:44.587Z
14cc7e65-af1c-46f2-96e1-3c0ff0da3a88,a355b262-f108-4bd3-a667-220684eb08fa,r_and_d_center,Santiago r and d center,281 Industrial Road,,Santiago,Santiago,61384,Zimbabwe,-10.44321,24.20418,,2007,,,2022-08-09T05:39:44.587Z
62ff7cf7-fe68-41b7-a743-6566e65c5cb9,5c40cade-c942-4528-8048-02a989eed85d,office,Windhoek office,770 Industrial Road,,Windhoek,Windhoek,13313,Namibia,14.31418,-89.25275,,2002,,,2016-02-05T05:39:44.587Z
9c5a78ea-e15e-407b-8b21-de0a867529a8,92e40224-054a-4586-9281-4b7fc2df2278,mining_operation,Perth mining operation,504 Industrial Road,,Perth,Perth,54697,Zimbabwe,-3.02993,56.3403,13630,2003,,,2023-03-28T05:39:44.587Z
7a8a68b2-4064-40c7-91ed-43aa22f91e9d,b76f14c3-32ac-44cf-9716-780bbb7f98f9,office,Buenos Aires office,378 Industrial Road,,Buenos Aires,Buenos Aires,85216,Argentina,-22.92366,-70.56618,,2008,,,2018-08-23T05:39:44.587Z
f142cde1-ba14-4057-9795-ed93ea32b013,2ad8b3e1-554c-4068-a664-76129b3d5235,processing_plant,Harare processing plant,634 Industrial Road,,Harare,Harare,31661,Argentina,-21.86771,103.27095,,2005,,,2019-04-04T05:39:44.587Z
82cbf850-94eb-444b-840f-4114551ec3d6,57d13328-0d73-48eb-aff2-7a029e192419,mining_operation,Windhoek mining operation,933 Industrial Road,,Windhoek,Windhoek,10952,China,-32.77654,42.03787,40215,2018,,,2024-11-23T05:39:44.587Z
6e7a6670-4dbd-4e99-8a5a-6ebfef640d5f,8e503c29-9cdb-4f53-ae51-aee678085660,r_and_d_center,Toronto r and d center,905 Industrial Road,,Toronto,Toronto,78742,Australia,10.96564,115.12035,,2000,,,2017-08-08T05:39:44.587Z
8ceae4af-fd19-40e7-a3c5-d52a7eb9c868,4496c558-39c2-486f-8c7b-d621e76a1d0b,mining_operation,Windhoek mining operation,105 Industrial Road,,Windhoek,Windhoek,82576,Zimbabwe,-18.65711,-77.26824,11304,2008,,,2020-07-13T05:39:44.587Z
4af3d047-4b05-424c-a425-df2a3c8662ea,15a2f15e-2b3b-4d6c-95c0-45c55b4da187,r_and_d_center,Toronto r and d center,184 Industrial Road,,Toronto,Toronto,76629,Australia,25.13467,129.95136,,2021,,,2024-02-28T05:39:44.587Z
69b7fa78-f4cf-4084-ae65-db7a47049cd9,e25887d0-5884-4785-a22c-af72e2626bd4,warehouse,Toronto warehouse,119 Industrial Road,,Toronto,Toronto,44744,Australia,-11.70434,-113.51176,,2010,,,2023-02-12T05:39:44.587Z
1251d71b-0fbd-4c3e-8bde-366fb5f9eb99,57d13328-0d73-48eb-aff2-7a029e192419,r_and_d_center,Buenos Aires r and d center,693 Industrial Road,,Buenos Aires,Buenos Aires,99256,Zimbabwe,3.58762,-72.14776,,2024,,,2018-02-12T05:39:44.587Z
68a3ed7e-0814-4120-b3de-7ebf2c60ad12,8d89e775-abf3-4f31-aa0f-9466b6fecfb4,office,Harare office,249 Industrial Road,,Harare,Harare,29417,Chile,-25.03536,-82.41334,,2000,,,2016-11-18T05:39:44.587Z
3a5ca65e-077d-40d2-9960-f858236fadfe,a20dbd32-a765-4c3b-bc92-003c072148dc,warehouse,Windhoek warehouse,200 Industrial Road,,Windhoek,Windhoek,22255,Argentina,13.35053,-110.07965,,2022,,,2017-08-13T05:39:44.587Z
33e26e45-5e9d-4f4f-b0e6-8be0889c90e4,b3a55e8a-812c-4397-93ff-05259f0f42c8,processing_plant,Perth processing plant,16 Industrial Road,,Perth,Perth,98531,China,8.37534,-71.06909,,2022,,,2017-08-19T05:39:44.587Z
0c999b04-0cf3-4b3b-b021-21f8ac614180,5d5649db-7391-4669-88d9-6673def550de,mining_operation,Santiago mining operation,570 Industrial Road,,Santiago,Santiago,25081,Australia,-5.1671,-45.14407,46174,2020,,,2021-10-23T05:39:44.587Z
3fe29e0c-2bae-40d4-b16b-79aa6e250484,f94d5403-17e2-4a5f-b88e-cc45d1fcc9fd,warehouse,Charlotte warehouse,237 Industrial Road,,Charlotte,Charlotte,16374,Argentina,-1.76908,-92.75739,,2021,,,2018-11-08T05:39:44.587Z
01cf0b8a-8600-4320-ab57-5931f293d492,84e986ac-d907-4062-b8a1-76728cedcc12,r_and_d_center,Beijing r and d center,55 Industrial Road,,Beijing,Beijing,35718,Chile,-34.43799,63.00569,,2018,,,2020-09-09T05:39:44.587Z
e84688d3-7167-49da-b706-1d7b42bac590,4d60b8b2-a348-477a-a5e2-969415d5b2ad,warehouse,Toronto warehouse,862 Industrial Road,,Toronto,Toronto,67394,Namibia,-22.6878,108.28255,,2015,,,2023-08-09T05:39:44.587Z
94aef2a0-4f5e-441e-9a70-6dd9202f7cb3,cf9be32a-f138-41c4-b44b-755d39c6f0d3,warehouse,Buenos Aires warehouse,728 Industrial Road,,Buenos Aires,Buenos Aires,32698,Australia,24.15119,38.88069,,2022,,,2018-02-26T05:39:44.587Z
a541ed81-693b-4d34-a2f8-f961ce61dac7,b7b17528-c4fd-4a36-a27a-eb178e66ee70,r_and_d_center,Charlotte r and d center,803 Industrial Road,,Charlotte,Charlotte,83861,Argentina,30.73353,-10.29454,,2010,,,2019-07-12T05:39:44.587Z
38607c7d-b695-491e-900d-9392319f35a4,1084f4f1-4e9b-4266-b782-ae20022825b0,mining_operation,Perth mining operation,724 Industrial Road,,Perth,Perth,40399,Argentina,-26.38353,-18.43386,45578,2004,,,2018-12-26T05:39:44.587Z
aecb83fa-d66a-4194-aa2b-9b7bb0eae70f,90be6962-3f84-4ae1-b418-fc65256c02d0,processing_plant,Santiago processing plant,308 Industrial Road,,Santiago,Santiago,68298,Canada,36.94428,99.63226,,2011,,,2021-08-06T05:39:44.587Z
b7773fac-c415-4e87-ae58-556e8e21f8c8,0af35e47-626b-47c8-9e0b-9872a03ae8b6,mining_operation,Charlotte mining operation,433 Industrial Road,,Charlotte,Charlotte,42370,Australia,27.74824,117.7154,43052,2017,,,2024-08-25T05:39:44.587Z
104bc493-45d6-4a4a-bbc7-33a96f14a0dc,c43156d6-c9e0-40c1-98e7-8e1fa8d3aaa5,mining_operation,Toronto mining operation,670 Industrial Road,,Toronto,Toronto,25344,Argentina,26.27039,90.33544,16008,2016,,,2016-01-14T05:39:44.587Z
10095b63-26d8-4b65-a87f-c64bee506ce7,a9baa336-d8c1-4f17-a5a3-33647959e08d,r_and_d_center,Windhoek r and d center,435 Industrial Road,,Windhoek,Windhoek,91057,Zimbabwe,35.27501,38.82154,,2006,,,2024-05-15T05:39:44.587Z
71a2ccda-f229-46d3-935c-c15bc7abed77,4ab2dd23-7743-42ea-91be-b20cd0b3d3c5,warehouse,Charlotte warehouse,285 Industrial Road,,Charlotte,Charlotte,85339,Namibia,3.66485,-119.90375,,2021,,,2017-01-20T05:39:44.587Z
dddc6fed-1b27-4f0b-9ae4-a9577f2e785d,f08d4e0c-46b6-43a9-b92f-a84f674de151,warehouse,Toronto warehouse,708 Industrial Road,,Toronto,Toronto,30511,Namibia,39.3107,103.8408,,2014,,,2023-11-15T05:39:44.587Z
843c9203-50c1-467d-b7ad-d3636a27fd56,ebdf84c6-923d-4f92-8177-d2dfd2dd9fa6,office,Toronto office,670 Industrial Road,,Toronto,Toronto,83699,Canada,30.78992,56.08227,,2014,,,2018-03-02T05:39:44.587Z
6ff40013-17f1-4106-bdba-612ba4eeeaf4,4022a232-e169-44e0-8c38-ebc6e00bb23e,r_and_d_center,Beijing r and d center,369 Industrial Road,,Beijing,Beijing,59955,Canada,-32.54827,-4.12899,,2014,,,2018-03-05T05:39:44.587Z
3a5b140f-b574-4ee3-afe0-eb8851e2cbeb,5ae88a11-3e4e-44bd-882c-16084a57f8cc,office,Buenos Aires office,537 Industrial Road,,Buenos Aires,Buenos Aires,36015,Namibia,39.80215,-65.33904,,2005,,,2019-04-08T05:39:44.587Z
fa1d9cc5-1c8b-4b53-b489-52fe47f27038,03d7c773-07d1-4c54-87fd-e34038901632,processing_plant,Toronto processing plant,637 Industrial Road,,Toronto,Toronto,46753,Chile,-15.9232,1.83503,,2000,,,2021-03-17T05:39:44.587Z
89d1d0d9-0a9e-477c-b391-a7ffd3ab7b8b,a20dbd32-a765-4c3b-bc92-003c072148dc,warehouse,Beijing warehouse,770 Industrial Road,,Beijing,Beijing,84212,Canada,12.6409,69.10198,,2013,,,2018-05-08T05:39:44.587Z
aa31b21f-23e4-412c-9430-0b4755479e21,b81d6b03-e5b8-4775-ae41-f217e25d8d23,warehouse,Windhoek warehouse,192 Industrial Road,,Windhoek,Windhoek,64872,Canada,9.55376,-5.99558,,2011,,,2020-02-28T05:39:44.587Z
151c1c34-5c52-40a0-afc6-7e714484d903,67517fe0-7dcb-4ec1-9d30-cd456cb8c0af,r_and_d_center,Beijing r and d center,469 Industrial Road,,Beijing,Beijing,86039,Zimbabwe,-24.53278,-45.24396,,2022,,,2024-07-27T05:39:44.587Z
b60b8dd5-33cf-4bda-bc7c-de4e431d5f18,de1ef6ef-b100-4b42-ad00-48f03487068e,r_and_d_center,Santiago r and d center,895 Industrial Road,,Santiago,Santiago,47951,China,28.90302,-112.37973,,2022,,,2018-08-05T05:39:44.587Z
6b61c2cd-f3fc-4804-ad42-930839134014,03d7c773-07d1-4c54-87fd-e34038901632,r_and_d_center,Beijing r and d center,183 Industrial Road,,Beijing,Beijing,61861,Australia,-26.4474,110.93532,,2003,,,2017-02-09T05:39:44.587Z
38877e89-625f-4e33-bda0-f63b7fe69490,fe57c791-f841-4b8b-8fd0-68d854ee8ce5,warehouse,Toronto warehouse,136 Industrial Road,,Toronto,Toronto,95473,China,30.21097,60.99021,,2020,,,2023-07-01T05:39:44.587Z
3dce7af9-5ea2-47e9-9aca-697efaee18bf,15a2f15e-2b3b-4d6c-95c0-45c55b4da187,processing_plant,Buenos Aires processing plant,772 Industrial Road,,Buenos Aires,Buenos Aires,21841,Zimbabwe,25.88996,-63.7132,,2010,,,2016-09-26T05:39:44.587Z
ebe3055b-92d9-4d15-b051-b5b0d4f93a95,1b34a295-7e7d-46ef-91e6-ed739cb9d235,mining_operation,Buenos Aires mining operation,590 Industrial Road,,Buenos Aires,Buenos Aires,55334,United States,12.23811,-95.7626,42501,2004,,,2019-06-08T05:39:44.587Z
f4a05be9-6373-422d-b8e6-de8d127e7d7f,07d0779a-7ff7-4ee0-b847-3d7249aff3bf,warehouse,Perth warehouse,510 Industrial Road,,Perth,Perth,44401,United States,4.02038,48.75403,,2001,,,2017-11-03T05:39:44.587Z
c5b4063b-d668-4a36-be34-2a6aba71a910,b81d6b03-e5b8-4775-ae41-f217e25d8d23,r_and_d_center,Beijing r and d center,353 Industrial Road,,Beijing,Beijing,98326,Australia,22.37218,-20.13366,,2022,,,2016-02-01T05:39:44.587Z
e9f4f8a9-2b34-4c95-87ce-14a1837384ea,f0c10fd4-4824-48f0-8cf6-69a22c1b43f2,office,Windhoek office,417 Industrial Road,,Windhoek,Windhoek,63011,Canada,-2.93486,41.87097,,2021,,,2021-07-05T05:39:44.587Z
43f14833-7cd2-4691-9a28-458a758779c0,67517fe0-7dcb-4ec1-9d30-cd456cb8c0af,mining_operation,Perth mining operation,906 Industrial Road,,Perth,Perth,17845,China,-34.27714,-77.45077,13950,2021,,,2020-08-30T05:39:44.587Z
ce86d9b7-55f0-43b0-8e52-5173b3a5e2da,0e2b95c5-5b01-4d6e-b925-d07fdbe8ac6b,mining_operation,Harare mining operation,280 Industrial Road,,Harare,Harare,25246,Namibia,17.18917,9.73157,14610,2024,,,2023-12-14T05:39:44.587Z
179a2202-88d8-4210-9249-4bbba4969cfd,4d60b8b2-a348-477a-a5e2-969415d5b2ad,processing_plant,Harare processing plant,658 Industrial Road,,Harare,Harare,69482,Zimbabwe,-7.10666,89.02175,,2012,,,2024-08-22T05:39:44.587Z
8aa3b317-a6fd-464f-9203-fa9bc77d686b,ee2e59c2-0031-48e5-8e02-06bcc4fc83f7,warehouse,Charlotte warehouse,333 Industrial Road,,Charlotte,Charlotte,48735,Argentina,0.63124,68.01182,,2017,,,2020-12-09T05:39:44.587Z
ef5f2e59-b8f0-4eba-8187-ed41d00d097f,2d30e743-73b2-47fc-9549-5369d02cc849,warehouse,Harare warehouse,49 Industrial Road,,Harare,Harare,43838,Australia,-1.64626,108.29035,,2007,,,2016-10-15T05:39:44.587Z
9a6a7c8d-dddc-408c-bf65-d040ddc4f33b,b7b17528-c4fd-4a36-a27a-eb178e66ee70,r_and_d_center,Santiago r and d center,635 Industrial Road,,Santiago,Santiago,85827,Australia,-21.87247,3.47873,,2003,,,2024-11-28T05:39:44.587Z
cd1c76dd-5625-4cd8-8054-c07ffa02f64d,4b7b5184-e4a5-40a9-8953-c01a40ae7bb1,warehouse,Beijing warehouse,880 Industrial Road,,Beijing,Beijing,67779,China,18.59452,-33.19599,,2009,,,2019-08-08T05:39:44.587Z
cf4c8e3f-1d8b-46de-8fe0-e46bfbfb12c7,a12299a4-2c5b-42a9-ba81-b50ed03324ea,warehouse,Beijing warehouse,775 Industrial Road,,Beijing,Beijing,84207,China,14.52157,-10.98739,,2005,,,2020-03-24T05:39:44.587Z
e15c0209-3161-409b-b830-2606a255daf0,ce7e8aa8-2bd9-4139-87d2-b1810e818017,processing_plant,Toronto processing plant,961 Industrial Road,,Toronto,Toronto,38966,Namibia,27.64181,-107.4968,,2016,,,2020-07-20T05:39:44.587Z
df7149ab-480d-4bfb-9024-6837e906cb69,4b7b5184-e4a5-40a9-8953-c01a40ae7bb1,mining_operation,Santiago mining operation,2 Industrial Road,,Santiago,Santiago,85420,Namibia,24.61565,48.31099,43342,2010,,,2017-02-12T05:39:44.587Z
