id,supplier_id,name,description,category,grade,purity_percentage,li2co3_content,lioh_content,li2o_content,particle_size_um,bulk_density,moisture_content,unit,min_order_quantity,lead_time_days,available_quantity,certifications,esg_compliant,conflict_free,specifications,pricing,status,created_at,updated_at
c6d0e302-0764-4644-b88f-10cd99940691,4496c558-39c2-486f-8c7b-d621e76a1d0b,Industrial Grade Lithium Hydroxide 99.73%,High-quality industrial grade lithium hydroxide for industrial applications. Reliable quality for manufacturing.,Lithium Hydroxide,Industrial Grade,99.73,,56.79,,,0.96 g/cm³,0.05,MT,283,63,6870,[],false,true,"{""Na"":""≤0.0005%"",""Mg"":""≤0.0004%"",""Ca"":""≤0.0019%"",""Fe"":""≤0.0002%""}","{""base_price"":8566,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",out_of_stock,2025-09-18T05:38:30.428Z,2025-12-10T05:38:30.428Z
35623279-a37d-40c1-8e0e-354192b3db54,4496c558-39c2-486f-8c7b-d621e76a1d0b,Technical Grade Other 99.3%,High-quality technical grade other for industrial applications. Reliable quality for manufacturing.,Other,Technical Grade,99.26,,,,,0.9 g/cm³,0.07,MT,242,86,9753,[],false,true,"{""Na"":""≤0.0008%"",""Mg"":""≤0.0006%"",""Ca"":""≤0.0013%"",""Fe"":""≤0.0003%""}","{""base_price"":9821,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2025-07-22T05:38:30.428Z,2025-12-25T05:38:30.428Z
b58ee17a-2474-4671-a5d5-fdffcf9955dd,4496c558-39c2-486f-8c7b-d621e76a1d0b,Pharmaceutical Grade Lithium Spodumene,High-quality pharmaceutical grade lithium spodumene for industrial applications. Reliable quality for manufacturing.,Lithium Spodumene,Pharmaceutical Grade,,,,5.73,,1.04 g/cm³,0.08,MT,392,36,2835,[],false,true,"{""Na"":""≤0.0004%"",""Mg"":""≤0.0006%"",""Ca"":""≤0.0002%"",""Fe"":""≤0.0003%""}","{""base_price"":6373,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2024-12-17T05:38:30.428Z,2025-12-08T05:38:30.428Z
9ead42f3-54a1-4a9e-9381-69510a1dc66e,4496c558-39c2-486f-8c7b-d621e76a1d0b,Pharmaceutical Grade Lithium Chloride 99.4%,High-quality pharmaceutical grade lithium chloride for industrial applications. Reliable quality for manufacturing.,Lithium Chloride,Pharmaceutical Grade,99.39,,,,,1.19 g/cm³,0.1,MT,142,61,6646,[],false,true,"{""Na"":""≤0.0004%"",""Mg"":""≤0.0006%"",""Ca"":""≤0.0009%"",""Fe"":""≤0.0003%""}","{""base_price"":5513,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2024-04-01T05:38:30.428Z,2025-12-15T05:38:30.428Z
7205e42b-14a3-4b45-8a99-5dfa674ee258,90be6962-3f84-4ae1-b418-fc65256c02d0,Pharmaceutical Grade Lithium Hydroxide 99.55%,High-quality pharmaceutical grade lithium hydroxide for industrial applications. Reliable quality for manufacturing.,Lithium Hydroxide,Pharmaceutical Grade,99.55,,56.87,,,1.25 g/cm³,0.05,MT,184,45,2713,[],false,true,"{""Na"":""≤0.0009%"",""Mg"":""≤0.0008%"",""Ca"":""≤0.0002%"",""Fe"":""≤0.0001%""}","{""base_price"":5557,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2025-04-25T05:38:30.428Z,2025-12-20T05:38:30.428Z
72d3276f-7509-495f-baa6-235de9c1c34b,90be6962-3f84-4ae1-b418-fc65256c02d0,Technical Grade Other 99.4%,High-quality technical grade other for industrial applications. Reliable quality for manufacturing.,Other,Technical Grade,99.42,,,,,1.12 g/cm³,0.13,MT,160,86,9243,[],false,true,"{""Na"":""≤0.0002%"",""Mg"":""≤0.0006%"",""Ca"":""≤0.002%"",""Fe"":""≤0.0002%""}","{""base_price"":9554,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2024-02-03T05:38:30.428Z,2025-12-24T05:38:30.428Z
2677dd17-ab10-48f1-ad61-3336ec0aad1e,90be6962-3f84-4ae1-b418-fc65256c02d0,Pharmaceutical Grade Lithium Chloride 99.2%,High-quality pharmaceutical grade lithium chloride for industrial applications. Reliable quality for manufacturing.,Lithium Chloride,Pharmaceutical Grade,99.16,,,,,1.22 g/cm³,0.09,MT,63,50,2163,[],false,true,"{""Na"":""≤0.0004%"",""Mg"":""≤0.001%"",""Ca"":""≤0.002%"",""Fe"":""≤0.0004%""}","{""base_price"":6134,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2025-04-16T05:38:30.428Z,2025-12-03T05:38:30.428Z
78a1319b-0633-4cf2-8a5d-c994d17ec400,90be6962-3f84-4ae1-b418-fc65256c02d0,Technical Grade Lithium Carbonate 99.4%,High-quality technical grade lithium carbonate for industrial applications. Reliable quality for manufacturing.,Lithium Carbonate,Technical Grade,99.39,99.39,,,,1.02 g/cm³,0.14,MT,86,76,7593,[],false,true,"{""Na"":""≤0.0004%"",""Mg"":""≤0.0007%"",""Ca"":""≤0.001%"",""Fe"":""≤0.0001%""}","{""base_price"":7050,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2025-01-14T05:38:30.428Z,2025-12-09T05:38:30.428Z
8e6fbe8e-245b-4dbf-8f38-fe394585136f,90be6962-3f84-4ae1-b418-fc65256c02d0,Battery Grade Recycled Lithium 98.6%,High-quality battery grade recycled lithium for EV battery applications. Meets strict automotive specifications.,Recycled Lithium,Battery Grade,98.57,,,,D50: 59μm,0.99 g/cm³,0.1,MT,43,72,5249,[],false,true,"{""Na"":""≤0.0007%"",""Mg"":""≤0.001%"",""Ca"":""≤0.0018%"",""Fe"":""≤0.0004%""}","{""base_price"":1148,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2025-09-14T05:38:30.428Z,2025-12-13T05:38:30.428Z
dd2f48dd-a37e-45dd-ab58-35c00ccaa83e,90be6962-3f84-4ae1-b418-fc65256c02d0,Industrial Grade Lithium Chloride 98.4%,High-quality industrial grade lithium chloride for industrial applications. Reliable quality for manufacturing.,Lithium Chloride,Industrial Grade,98.37,,,,,1.11 g/cm³,0.03,MT,161,88,6487,[],false,true,"{""Na"":""≤0.001%"",""Mg"":""≤0.0002%"",""Ca"":""≤0.0002%"",""Fe"":""≤0.0002%""}","{""base_price"":9538,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2024-11-04T05:38:30.428Z,2026-01-01T05:38:30.428Z
56fecd55-8884-4cc5-a710-3a9d814527a2,90be6962-3f84-4ae1-b418-fc65256c02d0,Technical Grade Recycled Lithium 98.2%,High-quality technical grade recycled lithium for industrial applications. Reliable quality for manufacturing.,Recycled Lithium,Technical Grade,98.22,,,,,1.01 g/cm³,0.05,MT,180,90,5252,[],false,true,"{""Na"":""≤0.0003%"",""Mg"":""≤0.0006%"",""Ca"":""≤0.0004%"",""Fe"":""≤0.0004%""}","{""base_price"":6053,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2024-10-23T05:38:30.428Z,2025-12-31T05:38:30.428Z
8e6bb9be-2154-4d7a-8810-76846ef445a4,90be6962-3f84-4ae1-b418-fc65256c02d0,Technical Grade Other 99.5%,High-quality technical grade other for industrial applications. Reliable quality for manufacturing.,Other,Technical Grade,99.48,,,,,1.05 g/cm³,0.12,MT,403,41,4104,[],false,true,"{""Na"":""≤0.0006%"",""Mg"":""≤0.0004%"",""Ca"":""≤0.0006%"",""Fe"":""≤0.0001%""}","{""base_price"":6060,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2025-01-01T05:38:30.428Z,2025-12-18T05:38:30.428Z
24ee55a0-4fac-43f2-8d7d-a31052b15854,90be6962-3f84-4ae1-b418-fc65256c02d0,Technical Grade Lithium Carbonate 99.4%,High-quality technical grade lithium carbonate for industrial applications. Reliable quality for manufacturing.,Lithium Carbonate,Technical Grade,99.44,99.44,,,,1.18 g/cm³,0.03,MT,324,59,9841,[],false,true,"{""Na"":""≤0.0002%"",""Mg"":""≤0.0006%"",""Ca"":""≤0.0013%"",""Fe"":""≤0.0004%""}","{""base_price"":9701,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",out_of_stock,2024-08-04T05:38:30.428Z,2025-12-13T05:38:30.428Z
6d5c3798-cbc9-4fa7-bf40-104eecb83237,90be6962-3f84-4ae1-b418-fc65256c02d0,Pharmaceutical Grade Recycled Lithium 98.7%,High-quality pharmaceutical grade recycled lithium for industrial applications. Reliable quality for manufacturing.,Recycled Lithium,Pharmaceutical Grade,98.65,,,,,0.97 g/cm³,0.12,MT,464,67,1429,[],false,true,"{""Na"":""≤0.0002%"",""Mg"":""≤0.0008%"",""Ca"":""≤0.0012%"",""Fe"":""≤0.0004%""}","{""base_price"":9636,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2024-04-14T05:38:30.428Z,2025-12-05T05:38:30.428Z
ed9c2636-21cb-43ba-a088-419f982dfa69,b7b17528-c4fd-4a36-a27a-eb178e66ee70,Industrial Grade Lithium Spodumene,High-quality industrial grade lithium spodumene for industrial applications. Reliable quality for manufacturing.,Lithium Spodumene,Industrial Grade,,,,6.38,,0.87 g/cm³,0.06,MT,170,44,6525,[],false,true,"{""Na"":""≤0.0007%"",""Mg"":""≤0.0007%"",""Ca"":""≤0.001%"",""Fe"":""≤0.0003%""}","{""base_price"":7393,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2024-07-30T05:38:30.428Z,2025-12-27T05:38:30.428Z
ec7024da-062e-4346-8004-325bf2f8ab3b,b7b17528-c4fd-4a36-a27a-eb178e66ee70,Pharmaceutical Grade Lithium Spodumene,High-quality pharmaceutical grade lithium spodumene for industrial applications. Reliable quality for manufacturing.,Lithium Spodumene,Pharmaceutical Grade,,,,6.46,,1.17 g/cm³,0.02,MT,343,56,5126,[],false,true,"{""Na"":""≤0.0003%"",""Mg"":""≤0.0009%"",""Ca"":""≤0.0011%"",""Fe"":""≤0.0003%""}","{""base_price"":6617,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2025-04-29T05:38:30.428Z,2025-12-10T05:38:30.428Z
64e57476-73d1-4beb-8109-2d0f661b3a6a,b7b17528-c4fd-4a36-a27a-eb178e66ee70,Pharmaceutical Grade Lithium Spodumene,High-quality pharmaceutical grade lithium spodumene for industrial applications. Reliable quality for manufacturing.,Lithium Spodumene,Pharmaceutical Grade,,,,6.32,,1.24 g/cm³,0.02,MT,358,57,6873,[],false,true,"{""Na"":""≤0.0003%"",""Mg"":""≤0.0009%"",""Ca"":""≤0.0009%"",""Fe"":""≤0.0003%""}","{""base_price"":5529,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2025-01-06T05:38:30.428Z,2025-12-08T05:38:30.428Z
0ae13f4b-d0cb-4821-954c-d5a1d75a752a,b7b17528-c4fd-4a36-a27a-eb178e66ee70,Technical Grade Lithium Carbonate 99.59%,High-quality technical grade lithium carbonate for industrial applications. Reliable quality for manufacturing.,Lithium Carbonate,Technical Grade,99.59,99.59,,,,1.19 g/cm³,0.11,MT,368,35,9286,[],false,true,"{""Na"":""≤0.0003%"",""Mg"":""≤0.001%"",""Ca"":""≤0.0004%"",""Fe"":""≤0.0003%""}","{""base_price"":8828,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",out_of_stock,2024-09-20T05:38:30.428Z,2025-12-18T05:38:30.428Z
0f92dfcf-3b2b-416e-b060-e0c8b34c0c42,b7b17528-c4fd-4a36-a27a-eb178e66ee70,Industrial Grade Lithium Hydroxide 99.54%,High-quality industrial grade lithium hydroxide for industrial applications. Reliable quality for manufacturing.,Lithium Hydroxide,Industrial Grade,99.54,,57,,,0.97 g/cm³,0.08,MT,255,51,7061,[],false,true,"{""Na"":""≤0.001%"",""Mg"":""≤0.0008%"",""Ca"":""≤0.0015%"",""Fe"":""≤0.0003%""}","{""base_price"":5626,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2024-10-25T05:38:30.428Z,2025-12-11T05:38:30.428Z
62d621cf-b305-44b3-ae48-776fc9759f6f,b7b17528-c4fd-4a36-a27a-eb178e66ee70,Battery Grade Lithium Spodumene,High-quality battery grade lithium spodumene for EV battery applications. Meets strict automotive specifications.,Lithium Spodumene,Battery Grade,,,,6.85,D50: 24μm,1.27 g/cm³,0.06,MT,43,31,9228,[],false,true,"{""Na"":""≤0.0009%"",""Mg"":""≤0.0006%"",""Ca"":""≤0.0018%"",""Fe"":""≤0.0001%""}","{""base_price"":1088,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2025-01-27T05:38:30.428Z,2025-12-13T05:38:30.428Z
a96a786a-4cc6-4c81-ad7d-fdb3f6e2752e,b7b17528-c4fd-4a36-a27a-eb178e66ee70,Pharmaceutical Grade Recycled Lithium 98.8%,High-quality pharmaceutical grade recycled lithium for industrial applications. Reliable quality for manufacturing.,Recycled Lithium,Pharmaceutical Grade,98.81,,,,,1.1 g/cm³,0.07,MT,179,60,5871,[],false,true,"{""Na"":""≤0.0002%"",""Mg"":""≤0.0004%"",""Ca"":""≤0.0013%"",""Fe"":""≤0.0002%""}","{""base_price"":8297,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2024-07-23T05:38:30.428Z,2025-12-28T05:38:30.428Z
0c9f06ad-f5f4-4305-a5de-9f81f5957bc9,b7b17528-c4fd-4a36-a27a-eb178e66ee70,Technical Grade Lithium Carbonate 99.5%,High-quality technical grade lithium carbonate for industrial applications. Reliable quality for manufacturing.,Lithium Carbonate,Technical Grade,99.48,99.48,,,,0.96 g/cm³,0.07,MT,177,87,1863,[],false,true,"{""Na"":""≤0.0008%"",""Mg"":""≤0.0002%"",""Ca"":""≤0.0018%"",""Fe"":""≤0.0004%""}","{""base_price"":5007,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2024-04-06T05:38:30.428Z,2025-12-25T05:38:30.428Z
4cfba69e-a609-467b-958f-a454f96dade3,b7b17528-c4fd-4a36-a27a-eb178e66ee70,Technical Grade Lithium Hydroxide 99.66%,High-quality technical grade lithium hydroxide for industrial applications. Reliable quality for manufacturing.,Lithium Hydroxide,Technical Grade,99.66,,56.55,,,1.3 g/cm³,0.01,MT,207,78,6332,[],false,true,"{""Na"":""≤0.0008%"",""Mg"":""≤0.0006%"",""Ca"":""≤0.0012%"",""Fe"":""≤0.0002%""}","{""base_price"":5745,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",out_of_stock,2025-05-28T05:38:30.428Z,2025-12-20T05:38:30.428Z
f82d344a-e0ad-4dc2-8749-0f128a288435,b7b17528-c4fd-4a36-a27a-eb178e66ee70,Technical Grade Lithium Carbonate 99.75%,High-quality technical grade lithium carbonate for industrial applications. Reliable quality for manufacturing.,Lithium Carbonate,Technical Grade,99.75,99.75,,,,1.11 g/cm³,0.1,MT,262,82,7791,[],false,true,"{""Na"":""≤0.0003%"",""Mg"":""≤0.0005%"",""Ca"":""≤0.0003%"",""Fe"":""≤0.0001%""}","{""base_price"":8021,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2024-02-05T05:38:30.428Z,2025-12-31T05:38:30.428Z
90b5031b-6a44-4529-a190-df0b7acd08a5,170c951d-32a9-4902-8594-379c4591e480,Battery Grade Lithium Spodumene,High-quality battery grade lithium spodumene for EV battery applications. Meets strict automotive specifications.,Lithium Spodumene,Battery Grade,,,,5.82,D50: 37μm,0.92 g/cm³,0.03,MT,31,88,3575,[],false,true,"{""Na"":""≤0.0006%"",""Mg"":""≤0.0007%"",""Ca"":""≤0.0009%"",""Fe"":""≤0.0002%""}","{""base_price"":944,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2025-03-16T05:38:30.428Z,2025-12-03T05:38:30.428Z
897be41d-a61e-47f5-adcb-9a03e4e78ca5,170c951d-32a9-4902-8594-379c4591e480,Battery Grade Other 99.50%,High-quality battery grade other for EV battery applications. Meets strict automotive specifications.,Other,Battery Grade,99.5,,,,D50: 39μm,1.12 g/cm³,0.06,MT,16,41,4820,[],false,true,"{""Na"":""≤0.0009%"",""Mg"":""≤0.0009%"",""Ca"":""≤0.0006%"",""Fe"":""≤0.0004%""}","{""base_price"":1033,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2024-08-17T05:38:30.428Z,2025-12-25T05:38:30.428Z
bdbc0244-877e-430f-810e-fedf06fc0dbb,170c951d-32a9-4902-8594-379c4591e480,Pharmaceutical Grade Lithium Carbonate 99.65%,High-quality pharmaceutical grade lithium carbonate for industrial applications. Reliable quality for manufacturing.,Lithium Carbonate,Pharmaceutical Grade,99.65,99.65,,,,1.06 g/cm³,0.04,MT,489,65,9936,[],false,true,"{""Na"":""≤0.0009%"",""Mg"":""≤0.0005%"",""Ca"":""≤0.0009%"",""Fe"":""≤0.0004%""}","{""base_price"":5525,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2025-10-06T05:38:30.428Z,2026-01-01T05:38:30.428Z
e00dcce2-3663-41be-a18c-e702d5dd91f1,170c951d-32a9-4902-8594-379c4591e480,Battery Grade Lithium Carbonate 99.3%,High-quality battery grade lithium carbonate for EV battery applications. Meets strict automotive specifications.,Lithium Carbonate,Battery Grade,99.32,99.32,,,D50: 60μm,1.16 g/cm³,0.07,MT,41,72,5398,[],false,true,"{""Na"":""≤0.0005%"",""Mg"":""≤0.0002%"",""Ca"":""≤0.0016%"",""Fe"":""≤0.0002%""}","{""base_price"":14348,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2025-03-11T05:38:30.428Z,2025-12-16T05:38:30.428Z
492b07fb-a990-48cf-babc-ebd99a918b06,170c951d-32a9-4902-8594-379c4591e480,Industrial Grade Lithium Chloride 99.3%,High-quality industrial grade lithium chloride for industrial applications. Reliable quality for manufacturing.,Lithium Chloride,Industrial Grade,99.32,,,,,1.26 g/cm³,0.09,MT,138,84,3539,[],false,true,"{""Na"":""≤0.0005%"",""Mg"":""≤0.0009%"",""Ca"":""≤0.0017%"",""Fe"":""≤0.0005%""}","{""base_price"":9971,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2024-10-17T05:38:30.428Z,2025-12-27T05:38:30.428Z
d8c02380-9975-45ee-8e69-cab64d692379,170c951d-32a9-4902-8594-379c4591e480,Battery Grade Other 98.8%,High-quality battery grade other for EV battery applications. Meets strict automotive specifications.,Other,Battery Grade,98.81,,,,D50: 60μm,1.32 g/cm³,0.13,MT,12,41,3660,[],false,true,"{""Na"":""≤0.001%"",""Mg"":""≤0.0009%"",""Ca"":""≤0.0015%"",""Fe"":""≤0.0004%""}","{""base_price"":874,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2024-08-05T05:38:30.428Z,2025-12-12T05:38:30.428Z
ad1be46d-8568-4a3d-876a-8e8b17f1dc8e,170c951d-32a9-4902-8594-379c4591e480,Pharmaceutical Grade Other 98.9%,High-quality pharmaceutical grade other for industrial applications. Reliable quality for manufacturing.,Other,Pharmaceutical Grade,98.94,,,,,1.02 g/cm³,0.08,MT,221,51,162,[],false,true,"{""Na"":""≤0.001%"",""Mg"":""≤0.0005%"",""Ca"":""≤0.0006%"",""Fe"":""≤0.0002%""}","{""base_price"":8913,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2024-09-26T05:38:30.428Z,2026-01-02T05:38:30.428Z
8f25f20b-ea0a-47a3-9b2b-2ac1448a63d3,170c951d-32a9-4902-8594-379c4591e480,Industrial Grade Lithium Chloride 98.6%,High-quality industrial grade lithium chloride for industrial applications. Reliable quality for manufacturing.,Lithium Chloride,Industrial Grade,98.58,,,,,0.83 g/cm³,0.13,MT,234,49,8965,[],false,true,"{""Na"":""≤0.0003%"",""Mg"":""≤0.0009%"",""Ca"":""≤0.0005%"",""Fe"":""≤0.0002%""}","{""base_price"":8091,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2024-04-06T05:38:30.428Z,2025-12-10T05:38:30.428Z
b0e45ab2-71e3-453f-a6f4-23a2c4a329b1,170c951d-32a9-4902-8594-379c4591e480,Pharmaceutical Grade Lithium Hydroxide 99.94%,High-quality pharmaceutical grade lithium hydroxide for industrial applications. Reliable quality for manufacturing.,Lithium Hydroxide,Pharmaceutical Grade,99.94,,56.5,,,0.85 g/cm³,0.07,MT,421,31,6088,[],false,true,"{""Na"":""≤0.0006%"",""Mg"":""≤0.0003%"",""Ca"":""≤0.0008%"",""Fe"":""≤0.0001%""}","{""base_price"":7161,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2025-08-22T05:38:30.428Z,2025-12-30T05:38:30.428Z
d635407a-3c64-4804-96ef-3d986381fa2a,170c951d-32a9-4902-8594-379c4591e480,Industrial Grade Other 99.1%,High-quality industrial grade other for industrial applications. Reliable quality for manufacturing.,Other,Industrial Grade,99.1,,,,,0.9 g/cm³,0.08,MT,284,88,6780,[],false,true,"{""Na"":""≤0.001%"",""Mg"":""≤0.0008%"",""Ca"":""≤0.0012%"",""Fe"":""≤0.0003%""}","{""base_price"":9696,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2024-01-12T05:38:30.428Z,2025-12-13T05:38:30.428Z
2810d86c-7e56-487b-a539-fff86e1d77aa,170c951d-32a9-4902-8594-379c4591e480,Pharmaceutical Grade Lithium Spodumene,High-quality pharmaceutical grade lithium spodumene for industrial applications. Reliable quality for manufacturing.,Lithium Spodumene,Pharmaceutical Grade,,,,6.22,,1.29 g/cm³,0.07,MT,189,68,7341,[],false,true,"{""Na"":""≤0.0007%"",""Mg"":""≤0.0007%"",""Ca"":""≤0.0005%"",""Fe"":""≤0.0003%""}","{""base_price"":9229,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2025-10-28T05:38:30.428Z,2025-12-29T05:38:30.428Z
a5e5d76b-5bcb-449d-b809-0e372fa0f545,170c951d-32a9-4902-8594-379c4591e480,Pharmaceutical Grade Recycled Lithium 98.4%,High-quality pharmaceutical grade recycled lithium for industrial applications. Reliable quality for manufacturing.,Recycled Lithium,Pharmaceutical Grade,98.38,,,,,1.03 g/cm³,0.02,MT,472,45,5569,[],false,true,"{""Na"":""≤0.0009%"",""Mg"":""≤0.0009%"",""Ca"":""≤0.0005%"",""Fe"":""≤0.0002%""}","{""base_price"":6853,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2025-09-03T05:38:30.428Z,2025-12-19T05:38:30.428Z
e1d74c48-379d-4130-9fc6-a14d87918379,170c951d-32a9-4902-8594-379c4591e480,Pharmaceutical Grade Lithium Spodumene,High-quality pharmaceutical grade lithium spodumene for industrial applications. Reliable quality for manufacturing.,Lithium Spodumene,Pharmaceutical Grade,,,,6.86,,1.22 g/cm³,0.1,MT,185,32,2058,[],false,true,"{""Na"":""≤0.0003%"",""Mg"":""≤0.0004%"",""Ca"":""≤0.002%"",""Fe"":""≤0.0004%""}","{""base_price"":6801,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2025-01-22T05:38:30.428Z,2025-12-18T05:38:30.428Z
c959200d-f806-4103-be92-1fb18e6059aa,71d2fbdb-0b1f-45df-b294-45de2760278a,Industrial Grade Lithium Spodumene,High-quality industrial grade lithium spodumene for industrial applications. Reliable quality for manufacturing.,Lithium Spodumene,Industrial Grade,,,,5.84,,0.82 g/cm³,0.08,MT,190,81,4011,[],false,true,"{""Na"":""≤0.0007%"",""Mg"":""≤0.0003%"",""Ca"":""≤0.0016%"",""Fe"":""≤0.0002%""}","{""base_price"":6946,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2025-01-10T05:38:30.428Z,2025-12-25T05:38:30.428Z
32e4c225-7316-4c9d-9a68-d6f5b19ff345,71d2fbdb-0b1f-45df-b294-45de2760278a,Industrial Grade Lithium Chloride 98.3%,High-quality industrial grade lithium chloride for industrial applications. Reliable quality for manufacturing.,Lithium Chloride,Industrial Grade,98.28,,,,,0.99 g/cm³,0.07,MT,256,61,7865,[],false,true,"{""Na"":""≤0.0002%"",""Mg"":""≤0.0005%"",""Ca"":""≤0.0013%"",""Fe"":""≤0.0003%""}","{""base_price"":6081,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2024-11-15T05:38:30.428Z,2025-12-09T05:38:30.428Z
a7ceedfc-5df3-44e9-b2f2-48631e0ad499,71d2fbdb-0b1f-45df-b294-45de2760278a,Battery Grade Recycled Lithium 99.1%,High-quality battery grade recycled lithium for EV battery applications. Meets strict automotive specifications.,Recycled Lithium,Battery Grade,99.08,,,,D50: 46μm,1.19 g/cm³,0.06,MT,32,54,5979,[],false,true,"{""Na"":""≤0.0002%"",""Mg"":""≤0.0005%"",""Ca"":""≤0.0002%"",""Fe"":""≤0.0004%""}","{""base_price"":1178,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2025-01-26T05:38:30.428Z,2025-12-24T05:38:30.428Z
934aca28-8a46-46c4-b1d8-146bd5fcc300,71d2fbdb-0b1f-45df-b294-45de2760278a,Technical Grade Other 98.4%,High-quality technical grade other for industrial applications. Reliable quality for manufacturing.,Other,Technical Grade,98.39,,,,,1.32 g/cm³,0.11,MT,367,37,4167,[],false,true,"{""Na"":""≤0.0003%"",""Mg"":""≤0.0002%"",""Ca"":""≤0.0004%"",""Fe"":""≤0.0003%""}","{""base_price"":7466,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2024-09-06T05:38:30.428Z,2025-12-08T05:38:30.428Z
3bc94c49-f229-4b13-9a7d-07c15e5113bb,71d2fbdb-0b1f-45df-b294-45de2760278a,Technical Grade Lithium Hydroxide 99.83%,High-quality technical grade lithium hydroxide for industrial applications. Reliable quality for manufacturing.,Lithium Hydroxide,Technical Grade,99.83,,56.74,,,0.85 g/cm³,0.14,MT,132,63,4962,[],false,true,"{""Na"":""≤0.0006%"",""Mg"":""≤0.0006%"",""Ca"":""≤0.0009%"",""Fe"":""≤0.0004%""}","{""base_price"":9848,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2025-08-08T05:38:30.428Z,2025-12-08T05:38:30.428Z
c1c7ea7d-3bdc-469a-ad90-cfa1bbcdb9f3,71d2fbdb-0b1f-45df-b294-45de2760278a,Pharmaceutical Grade Lithium Chloride 99.0%,High-quality pharmaceutical grade lithium chloride for industrial applications. Reliable quality for manufacturing.,Lithium Chloride,Pharmaceutical Grade,99.05,,,,,1.07 g/cm³,0.11,MT,439,71,3540,[],false,true,"{""Na"":""≤0.0008%"",""Mg"":""≤0.0005%"",""Ca"":""≤0.0015%"",""Fe"":""≤0.0004%""}","{""base_price"":5027,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2024-08-06T05:38:30.428Z,2025-12-12T05:38:30.428Z
eeb041aa-b422-4b93-b167-eac6b132a8b7,71d2fbdb-0b1f-45df-b294-45de2760278a,Battery Grade Lithium Chloride 98.6%,High-quality battery grade lithium chloride for EV battery applications. Meets strict automotive specifications.,Lithium Chloride,Battery Grade,98.59,,,,D50: 28μm,1 g/cm³,0.05,MT,35,65,8062,[],false,true,"{""Na"":""≤0.0006%"",""Mg"":""≤0.0008%"",""Ca"":""≤0.0003%"",""Fe"":""≤0.0003%""}","{""base_price"":1015,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2025-02-03T05:38:30.428Z,2025-12-20T05:38:30.428Z
